pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,type,Teq
Kepler-110 c,0.19551,0.00189,-0.00189,0.0,1.234,0.032,-0.031,0.0,5956.0,60.0,-60.0,0.0,hot,659.9873156768059
Kepler-1070 b,0.0708,,,0.0,1.353,0.752,-0.255,0.0,6616.0,150.0,-264.0,0.0,hotter,1275.6618680200488
K2-230 b,0.0409,0.0003,-0.0002,0.0,1.39,0.04,-0.04,0.0,5945.0,23.0,-25.0,0.0,hotter,1528.6406803904672
WASP-118 b,0.05453,0.00048,-0.00048,0.0,1.696,0.029,-0.029,0.0,6410.0,125.0,-125.0,0.0,hotter,1576.743366172304
Kepler-1364 b,0.1284,,,0.0,2.274,0.462,-0.635,0.0,6995.0,194.0,-243.0,0.0,hotter,1298.3992171434952
HD 43691 b,0.238,0.015,-0.015,0.0,1.6,0.11,-0.11,0.0,6093.0,,,0.0,hot,696.8037812806907
Kepler-644 b,0.0469,,,0.0,1.653,0.917,-0.467,0.0,6440.0,165.0,-265.0,0.0,hotter,1686.3343270778619
Kepler-1126 b,0.4358,,,0.0,0.844,0.363,-0.059,0.0,6106.0,152.0,-174.0,0.0,hot,374.79364479785636
WASP-195 b,0.063,0.003,-0.003,0.0,1.578,0.066,-0.066,0.0,6300.0,125.0,-125.0,0.0,hotter,1390.69400336476
CoRoT-3 b,0.05783,0.00085,-0.00085,0.0,1.575,0.095,-0.095,0.0,6740.0,140.0,-140.0,0.0,hotter,1551.4271497814682
Kepler-1487 c,0.2152,,,0.0,0.956,0.35,-0.08,0.0,6444.0,157.0,-198.0,0.0,hot,599.0611449657121
Qatar-10 b,0.0286,0.0006,-0.0006,0.0,1.254,0.026,-0.026,0.0,6124.0,46.0,-46.0,0.0,hotter,1788.5815295503778
Kepler-1863 b,0.2438,,,0.0,1.168,0.425,-0.208,0.0,6112.0,155.0,-176.0,0.0,hot,590.0593875217743
Kepler-1397 b,0.25861,0.00182,-0.00182,0.0,1.716,0.051,-0.05,0.0,6123.0,60.0,-60.0,0.0,hot,695.6776513659263
WASP-158 b,0.0517,0.0018,-0.0018,0.0,1.39,0.18,-0.18,0.0,6350.0,150.0,-150.0,0.0,hotter,1452.2576126464721
Kepler-894 b,0.092,,,0.0,0.87,0.3,-0.3,0.0,5920.0,200.0,-200.0,0.0,hotter,802.9624332183678
Kepler-1768 b,0.1274,,,0.0,1.559,0.78,-0.443,0.0,6047.0,176.0,-220.0,0.0,hotter,933.0096164988856
Kepler-1509 b,0.1733,,,0.0,1.027,0.476,-0.103,0.0,6077.0,167.0,-226.0,0.0,hot,652.5037089353307
TOI-677 b,0.1038,0.0017,-0.0017,0.0,1.28,0.03,-0.03,0.0,6295.0,77.0,-77.0,0.0,hotter,975.0117519461427
K2-222 b,0.1206,0.0029,-0.0029,0.0,1.115,0.029,-0.029,0.0,5942.0,119.0,-119.0,0.0,hot,796.9007491288546
Kepler-1615 b,0.2595,,,0.0,1.002,0.43,-0.097,0.0,6035.0,149.0,-188.0,0.0,hot,523.0584974845154
TOI-837 b,0.083,0.001,-0.001,0.0,1.036,0.015,-0.015,0.0,6000.0,60.0,-60.0,0.0,hotter,934.9747656880181
Kepler-1723 b,0.2249,,,0.0,1.01,0.371,-0.125,0.0,6072.0,157.0,-183.0,0.0,hot,567.5518320220361
KELT-16 b,0.02044,0.00024,-0.00026,0.0,1.36,0.064,-0.053,0.0,6236.0,54.0,-54.0,0.0,hotter,2243.5870407227035
WASP-20 b,0.05999,0.00069,-0.00068,0.0,1.392,0.044,-0.044,0.0,5940.0,100.0,-100.0,0.0,hotter,1262.0438344434706
Kepler-385 b,0.0939,,,0.0,1.153,0.671,-0.144,0.0,6308.0,178.0,-246.0,0.0,hotter,974.9477694268006
Kepler-228 c,0.051,,,0.0,0.94,0.43,-0.43,0.0,6014.0,138.0,-138.0,0.0,hotter,1138.8068488188794
XO-4 b,0.05474,0.00163,-0.00064,0.0,1.531,0.386,-0.069,0.0,6397.0,70.0,-70.0,0.0,hotter,1492.173618240499
CoRoT-22 b,0.092,0.0014,-0.0014,0.0,1.136,0.038,-0.09,0.0,5939.0,54.0,-120.0,0.0,hotter,920.4842992507091
Kepler-1988 b,0.1142,,,0.0,3.132,1.202,-1.714,0.0,6036.0,177.0,-182.0,0.0,hotter,1394.2314136509465
Kepler-766 b,0.066,,,0.0,0.91,0.4,-0.4,0.0,5938.0,136.0,-136.0,0.0,hotter,972.5159425247307
Kepler-134 b,0.05874,0.00066,-0.00066,0.0,0.969,0.023,-0.022,0.0,5918.0,60.0,-60.0,0.0,hotter,1060.1753104564484
Kepler-1275 b,0.0477,,,0.0,1.087,0.575,-0.112,0.0,6269.0,162.0,-201.0,0.0,hotter,1319.9627038489275
Kepler-393 b,0.0939,,,0.0,1.604,0.883,-0.384,0.0,6735.0,161.0,-234.0,0.0,hotter,1227.763713632975
Kepler-74 b,0.0801,,,0.0,1.498,0.095,-0.131,0.0,6056.0,112.0,-154.0,0.0,hotter,1155.136542695547
Kepler-1154 b,0.0604,,,0.0,1.022,0.378,-0.093,0.0,6163.0,155.0,-199.0,0.0,hotter,1118.1677291186877
Kepler-84 b,0.0831,,,0.0,1.022,0.41,-0.115,0.0,6028.0,161.0,-196.0,0.0,hotter,932.4079922591982
Kepler-1360 b,0.2866,,,0.0,3.086,0.432,-0.802,0.0,6443.0,77.0,-90.0,0.0,hotter,932.5149583702901
WASP-192 b,0.0408,0.0008,-0.0008,0.0,1.32,0.07,-0.07,0.0,5910.0,145.0,-145.0,0.0,hotter,1482.6961940551837
Kepler-664 b,0.0374,,,0.0,1.046,0.334,-0.133,0.0,6031.0,169.0,-211.0,0.0,hotter,1406.7832135819194
Kepler-814 b,0.0676,,,0.0,1.033,0.476,-0.087,0.0,6341.0,159.0,-198.0,0.0,hotter,1093.3076169698668
Kepler-1673 b,0.211,,,0.0,1.01,0.41,-0.41,0.0,6188.0,83.0,-83.0,0.0,hot,597.1419363749612
Kepler-666 b,0.0542,,,0.0,0.969,0.3,-0.1,0.0,6075.0,189.0,-210.0,0.0,hotter,1132.964586981142
Kepler-462 b,0.465,,,0.0,2.52,0.71,-0.71,0.0,7713.0,200.0,-200.0,0.0,hot,791.9630748211397
Kepler-509 b,0.23702,0.00228,-0.00228,0.0,1.19,0.031,-0.03,0.0,5952.0,60.0,-60.0,0.0,hot,588.2361549415208
WASP-174 b,0.0559,0.0009,-0.0009,0.0,1.31,0.08,-0.08,0.0,6400.0,100.0,-100.0,0.0,hotter,1366.5248249262472
Kepler-1474 b,0.2233,,,0.0,1.147,0.645,-0.151,0.0,6057.0,158.0,-220.0,0.0,hot,605.4840802599902
Kepler-1686 b,0.089,,,0.0,0.98,0.41,-0.41,0.0,6123.0,111.0,-111.0,0.0,hotter,896.1693816045481
Kepler-1080 b,0.366,,,0.0,1.132,,,0.0,6096.0,,,0.0,hot,472.8631128890805
Kepler-1085 c,0.294,,,0.0,0.95,0.21,-0.21,0.0,6052.0,96.0,-96.0,0.0,hot,479.838250108004
TOI-1898 b,0.269,0.005,-0.005,0.0,1.6131,0.0292,-0.0312,0.0,6241.0,88.0,-85.0,0.0,hot,674.0878448391808
Kepler-1031 b,0.0229,,,0.0,0.991,0.415,-0.091,0.0,6095.0,143.0,-189.0,0.0,hotter,1768.4818372244968
HATS-58 A b,0.05798,0.00057,-0.00057,0.0,1.433,0.059,-0.059,0.0,7175.0,54.0,-54.0,0.0,hotter,1573.3078259010942
K2-243 c,0.1817,0.0022,-0.0024,0.0,1.39,0.03,-0.03,0.0,6570.0,269.0,-171.0,0.0,hotter,801.4992381139159
Kepler-254 b,0.064,,,0.0,0.92,0.3,-0.3,0.0,5956.0,106.0,-106.0,0.0,hotter,996.0162490706908
Kepler-769 c,0.1272,,,0.0,1.009,0.41,-0.096,0.0,6225.0,156.0,-209.0,0.0,hot,773.3021026640428
Kepler-24 d,0.052,,,0.0,1.12,0.75,-0.75,0.0,6043.0,115.0,-115.0,0.0,hotter,1236.9944229446887
HIP 94235 b,0.0787,0.00056,-0.00017,0.0,1.08,0.11,-0.1,0.0,5991.0,50.0,-50.0,0.0,hotter,978.8849219216011
Kepler-59 c,0.1375,,,0.0,1.011,0.433,-0.095,0.0,6305.0,155.0,-201.0,0.0,hot,754.0794878399261
Kepler-1429 b,0.0549,,,0.0,1.033,0.541,-0.091,0.0,6210.0,157.0,-196.0,0.0,hotter,1188.1284534338865
Kepler-356 c,0.1123,,,0.0,1.277,0.23,-0.188,0.0,6140.0,123.0,-135.0,0.0,hotter,913.2333216901825
Kepler-1621 b,0.4204,,,0.0,1.283,0.23,-0.173,0.0,6084.0,81.0,-90.0,0.0,hot,468.79070029883087
Kepler-870 b,0.1539,,,0.0,0.992,0.316,-0.105,0.0,6170.0,170.0,-233.0,0.0,hot,690.922758108597
Kepler-1618 b,0.0706,,,0.0,1.289,0.432,-0.154,0.0,6720.0,164.0,-234.0,0.0,hotter,1266.4883203014128
Kepler-359 c,0.3015,,,0.0,1.033,0.444,-0.094,0.0,6210.0,181.0,-227.0,0.0,hot,506.9976082059958
Kepler-1300 b,0.1577,,,0.0,1.315,0.72,-0.271,0.0,6263.0,157.0,-188.0,0.0,hot,797.6956968697559
Kepler-1394 b,0.0555,,,0.0,2.741,0.324,-0.757,0.0,6277.0,126.0,-113.0,0.0,hotter,1945.6645345887246
BD-14 3065 b,0.0656,0.0026,-0.0026,0.0,2.35,0.08,-0.08,0.0,6935.0,90.0,-90.0,0.0,hotter,1830.7805280762282
Kepler-1343 b,0.0449,,,0.0,1.005,0.326,-0.102,0.0,6198.0,175.0,-218.0,0.0,hotter,1293.3594484606408
WASP-166 b,0.0641,0.0011,-0.0011,0.0,1.22,0.06,-0.06,0.0,6050.0,50.0,-50.0,0.0,hotter,1164.1637796488315
Kepler-1557 b,0.0486,,,0.0,1.031,0.463,-0.089,0.0,6225.0,171.0,-196.0,0.0,hotter,1264.6150954907619
TOI-1518 b,0.0389,0.0011,-0.0011,0.0,1.95,0.048,-0.048,0.0,7300.0,100.0,-100.0,0.0,hotter,2279.676240847045
Kepler-58 b,0.0927,,,0.0,1.083,0.48,-0.134,0.0,6100.0,165.0,-211.0,0.0,hotter,919.6276151941928
Kepler-544 b,0.1553,,,0.0,1.18,0.212,-0.13,0.0,6156.0,123.0,-135.0,0.0,hot,748.4481078339543
Kepler-836 b,0.1016,,,0.0,1.017,0.466,-0.094,0.0,6244.0,157.0,-200.0,0.0,hotter,871.3333256701933
Kepler-286 e,0.187,,,0.0,0.93,0.46,-0.46,0.0,5969.0,107.0,-107.0,0.0,hot,587.1243031427875
K2-99 b,0.159,0.006,-0.006,0.0,3.1,0.1,-0.1,0.0,5990.0,40.0,-40.0,0.0,hotter,1166.5864156641624
Kepler-1488 b,0.2278,,,0.0,1.135,0.472,-0.17,0.0,6035.0,150.0,-176.0,0.0,hot,594.1637516900224
HD 73344 c,0.3388,0.0042,-0.0043,0.0,1.22,0.03,-0.03,0.0,6148.0,100.0,-100.0,0.0,hot,514.5764199830135
Kepler-320 c,0.1379,,,0.0,1.04,0.503,-0.092,0.0,6412.0,161.0,-199.0,0.0,hot,776.6687979515065
Kepler-168 c,0.113,,,0.0,1.04,0.41,-0.41,0.0,6250.0,122.0,-122.0,0.0,hotter,836.3061164599952
HD 106315 b,0.09012,0.00083,-0.00085,0.0,1.18,0.11,-0.11,0.0,6290.0,60.0,-60.0,0.0,hotter,1003.8963273176312
WASP-26 b,0.04,0.0003,-0.0003,0.0,1.34,0.06,-0.06,0.0,5950.0,100.0,-100.0,0.0,hotter,1518.962936842041
KELT-2 A b,0.05497,0.00037,-0.00037,0.0,1.828,0.07,-0.034,0.0,6148.0,48.0,-48.0,0.0,hotter,1563.7484559259367
TOI-1994 b,0.0613,0.0019,-0.0019,0.0,2.3,0.13,-0.12,0.0,7700.0,720.0,-410.0,0.0,hotter,2080.329912638422
Kepler-1434 b,0.0894,,,0.0,2.062,0.394,-0.525,0.0,6231.0,125.0,-125.0,0.0,hotter,1319.900307856084
Kepler-1129 b,0.1631,,,0.0,1.025,0.404,-0.125,0.0,6240.0,192.0,-229.0,0.0,hot,689.9654590359887
HATS-36 b,0.05425,0.00043,-0.00043,0.0,1.155,0.039,-0.039,0.0,6149.0,76.0,-76.0,0.0,hotter,1251.4209514780773
HD 93963 A b,0.02061,0.0004,-0.0004,0.0,1.0311,0.0176,-0.0169,0.0,5908.0,66.0,-72.0,0.0,hotter,1843.1458044395333
Kepler-122 f,0.2903,,,0.0,0.949,0.327,-0.088,0.0,6103.0,143.0,-186.0,0.0,hot,486.6993498318606
Kepler-350 d,0.1723,,,0.0,1.247,0.571,-0.24,0.0,6217.0,168.0,-195.0,0.0,hot,737.6991162994265
Kepler-1271 b,0.0423,,,0.0,1.038,0.546,-0.092,0.0,6184.0,155.0,-189.0,0.0,hotter,1351.1568950353796
WASP-66 b,0.0546,0.0009,-0.0009,0.0,1.75,0.09,,0.0,6580.0,170.0,,0.0,hotter,1643.071279814107
Kepler-611 b,0.036,,,0.0,0.91,0.29,-0.29,0.0,5916.0,106.0,-106.0,0.0,hotter,1311.914157976586
HD 210277 b,1.13,0.02,-0.02,0.0,1.07,0.01,-0.01,0.0,5538.0,14.0,-14.0,0.0,temperate,237.6913768457381
Kepler-1636 b,1.12191,0.01165,-0.01165,0.0,1.239,0.091,-0.083,0.0,5726.0,60.0,-60.0,0.0,temperate,265.40909136042745
HAT-P-13 c,1.188,0.018,-0.033,0.0,1.56,0.08,-0.08,0.0,5653.0,90.0,-90.0,0.0,temperate,285.7201517696278
WASP-41 c,1.07,0.03,-0.03,0.0,0.87,0.03,-0.03,0.0,5545.0,33.0,-33.0,0.0,temperate,220.53478256701825
HD 43197 b,0.92,0.01,-0.02,0.0,1.0,0.01,-0.01,0.0,5508.0,46.0,-46.0,0.0,temperate,253.28404056229792
HD 28185 b,1.02,0.02,-0.02,0.0,1.03,0.01,-0.01,0.0,5662.0,11.0,-11.0,0.0,temperate,250.9552001588469
HD 92788 b,0.949,0.013,-0.013,0.0,1.161955,0.027366,-0.027366,0.0,5702.25,92.42,-92.42,0.0,temperate,278.3015403217915
HD 100777 b,1.03,0.03,-0.03,0.0,1.04,0.02,-0.02,0.0,5533.0,3.0,-3.0,0.0,temperate,245.22601193225026
TOI-4633 c,0.847,0.061,-0.061,0.0,1.05,0.05,-0.05,0.0,5800.0,50.0,-50.0,0.0,temperate,284.8319779658714
HD 159868 c,1.032,0.064,-0.064,0.0,2.13,,,0.0,5534.0,,,0.0,temperate,350.6686292420586
HD 108874 b,1.04,0.02,-0.02,0.0,1.05,0.02,-0.02,0.0,5600.0,37.0,-37.0,0.0,temperate,248.18401993276214
HD 44219 b,1.19,0.02,-0.02,0.0,1.32,0.07,-0.07,0.0,5752.0,16.0,-16.0,0.0,temperate,267.2022864695026
Kepler-1634 b,1.0525,,,0.0,1.354,0.341,-0.375,0.0,5636.0,171.0,-171.0,0.0,temperate,281.9532287286319
HD 134987 b,0.81,0.02,-0.02,0.0,1.25,0.04,-0.04,0.0,5585.0,50.0,-50.0,0.0,temperate,306.0155407575484
HD 154857 b,1.2,0.2,-0.2,0.0,2.27465,0.138611,-0.121852,0.0,5604.56,150.29,-132.28,0.0,temperate,340.34235399942656
Kepler-849 b,1.1084,,,0.0,1.886,0.351,-0.47,0.0,5858.0,126.0,-110.0,0.0,temperate,337.0386921030188
Kepler-22 b,0.8489,,,0.0,0.979,0.02,-0.02,0.0,5642.0,50.0,-50.0,0.0,temperate,267.24154185414653
TOI-2180 b,0.828,0.012,-0.012,0.0,1.636,0.033,-0.029,0.0,5695.0,58.0,-60.0,0.0,temperate,353.08398338342494
Kepler-452 b,0.994,,,0.0,0.798,0.15,-0.075,0.0,5579.0,150.0,-150.0,0.0,temperate,220.4816359788631
rho CrB d,0.827,0.011,-0.011,0.0,1.34,0.04,-0.04,0.0,5817.0,24.0,-24.0,0.0,temperate,326.59273224092317
HD 95544 b,3.386,0.075,-0.077,0.0,1.088,0.072,-0.072,0.0,5722.0,15.0,-15.0,0.0,cold,143.0627708022026
BD+20 2457 c,2.01,,,0.0,49.0,26.0,-26.0,0.0,4137.0,10.0,-10.0,0.0,hotter,900.9347533002
HD 156279 c,5.461,0.091,-0.095,0.0,0.966117,0.021775,-0.021775,0.0,5458.24,84.23,-84.23,0.0,cold,101.26029992385159
HD 204313 b,3.07,0.06,-0.06,0.0,1.1,0.02,-0.02,0.0,5783.0,29.0,-29.0,0.0,cold,152.6821106656138
HIP 114933 b,2.84,0.09,-0.09,0.0,5.27,0.05,-0.05,0.0,4823.0,59.0,-59.0,0.0,cold,289.78186778312266
47 UMa d,11.6,2.1,-2.9,0.0,1.21334,0.038883,-0.058353,0.0,5872.0,92.94,-113.53,0.0,cold,83.7637511118666
HD 211810 b,2.656,0.043,-0.043,0.0,1.13,1.13,-1.13,0.0,5652.0,,,0.0,cold,162.60546863559176
HD 66428 c,23.0,19.0,-7.6,0.0,1.169119,0.027387,-0.027387,0.0,5647.6,94.33,-94.33,0.0,cold,56.16130342949158
BD-11 4672 b,2.36,0.04,-0.04,0.0,0.639,0.02,-0.022,0.0,4550.0,110.0,-110.0,0.0,cold,104.4271996704863
HD 81817 b,3.3,0.1,-0.1,0.0,83.8,7.8,-7.8,0.0,4140.0,55.0,-55.0,0.0,hotter,920.1808446165587
HIP 67537 b,4.91,0.14,-0.13,0.0,8.69,0.88,-0.88,0.0,4985.0,100.0,-100.0,0.0,cold,292.5109394393751
GJ 849 b,2.32,0.11,-0.13,0.0,0.45,0.07,-0.07,0.0,3467.0,68.0,-68.0,0.0,cold,67.34787760019874
HD 92788 c,8.26,0.36,-0.28,0.0,1.161955,0.027366,-0.027366,0.0,5702.25,92.42,-92.42,0.0,cold,94.33192403611936
nu Oph c,6.1,,,0.0,15.1,1.1,,0.0,4928.0,25.0,,0.0,cold,341.98106709814823
HD 34445 b,2.07,0.02,-0.02,0.0,1.38,0.08,-0.08,0.0,5836.0,44.0,-44.0,0.0,cold,210.1732604310009
WASP-53 c,3.73,0.16,-0.14,-1.0,0.798,0.023,-0.023,0.0,4953.0,60.0,-60.0,0.0,cold,101.04693982575502
HD 98649 b,5.6,0.4,-0.4,0.0,1.0,,,0.0,5759.0,35.0,-35.0,0.0,cold,107.33982251574899
Pr0211 c,5.5,3.0,-1.4,0.0,0.827,0.012,-0.012,0.0,5300.0,30.0,-30.0,0.0,cold,90.64734479839089
HD 18015 b,3.87,0.32,-0.32,0.0,3.13,,,0.0,5603.0,,,0.0,cold,222.25171278964285
HD 159868 b,2.32,0.14,-0.14,0.0,2.13,,,0.0,5534.0,,,0.0,cold,233.8798313012185
HD 33844 c,2.24,0.05,-0.05,0.0,5.29,0.41,-0.41,0.0,4861.0,100.0,-100.0,0.0,cold,329.4862198529766
HIP 65891 b,2.81,0.09,-0.09,0.0,8.93,1.02,-1.02,0.0,5000.0,100.0,-100.0,0.0,cold,393.14284999693945
HD 219134 h,3.11,0.04,-0.04,0.0,0.77,0.02,-0.02,0.0,4913.0,,,0.0,cold,107.82506783336322
HD 213472 b,13.0,5.7,-2.6,0.0,1.433902,0.033486,-0.033486,0.0,5729.54,99.37,-99.37,0.0,cold,83.92969070426699
HD 152079 b,3.98,0.15,-0.15,0.0,1.15,0.13,-0.13,0.0,5726.0,100.0,-100.0,0.0,cold,135.758345218604
GJ 179 b,2.41,0.04,-0.04,0.0,0.38,0.02,-0.02,0.0,3370.0,100.0,-100.0,0.0,cold,59.02296002067631
HD 202696 c,2.342,0.034,-0.035,0.0,6.43,0.41,-0.39,0.0,5040.0,71.0,-85.0,0.0,cold,368.3412735631203
BD+49 828 b,4.2,0.32,-0.2,0.0,7.6,1.3,-1.3,0.0,4943.0,30.0,-30.0,0.0,cold,293.2787315230336
HD 72659 b,4.652,0.067,-0.068,0.0,1.522214,0.035865,-0.035865,0.0,5865.17,103.95,-103.95,0.0,cold,147.98115587551925
Kepler-56 d,2.16,0.08,-0.08,0.0,4.21799,,,0.0,4819.44,74.95,-74.95,0.0,cold,297.0504967682424
HD 9174 b,2.2,0.09,-0.09,0.0,1.67,0.07,-0.07,0.0,5577.0,100.0,-100.0,0.0,cold,214.31637134007428
HD 145934 b,4.73,0.2,-0.21,0.0,6.930587,0.171969,-0.171969,0.0,4823.75,78.09,-78.09,0.0,cold,257.5413920815943
HD 142245 b,2.78,0.09,-0.09,0.0,4.63,0.16,-0.16,0.0,4922.0,13.0,-13.0,0.0,cold,280.16734511969224
HD 29399 b,2.012,0.054,-0.054,0.0,4.845,0.082,-0.082,0.0,4845.0,52.0,-52.0,0.0,cold,331.61524806475444
HD 80869 b,2.878,0.045,-0.046,0.0,1.062,0.042,-0.042,0.0,5837.0,15.0,-15.0,0.0,cold,156.3919391802852
HD 207832 c,2.112,0.087,-0.045,0.0,0.901,0.056,-0.056,0.0,5710.0,81.0,-81.0,0.0,cold,164.49751992945116
HD 68988 c,13.2,5.3,-2.0,0.0,1.255733,0.028855,-0.028855,0.0,5883.41,103.85,-103.85,0.0,cold,80.0384390597
HIP 5158 c,7.7,1.88,-1.88,0.0,0.754089,0.0527,-0.085993,0.0,4813.0,207.69,-128.99,0.0,cold,66.43387879005658
HD 113538 c,2.43,0.06,-0.06,0.0,0.65,0.1,-0.1,0.0,4685.0,155.0,-155.0,0.0,cold,106.87372448944093
HD 238914 b,5.7,0.9,-0.9,0.0,12.73,3.89,-3.89,0.0,4769.0,15.0,-15.0,0.0,cold,314.34887053225543
HD 142022 A b,2.93,0.07,-0.07,0.0,1.04,0.03,-0.03,0.0,5421.0,77.0,-77.0,0.0,cold,142.45249973631195
HR 5183 b,25.0,19.0,-8.3,0.0,1.555268,0.036938,-0.036938,0.0,5833.8,99.91,-99.91,0.0,cold,64.17885398556659
HD 181433 d,3.29347,,,0.0,0.810841,0.067586,-0.048002,0.0,4929.63,127.52,-146.0,0.0,cold,107.88551179457843
gam Lib c,2.17,0.1,-0.1,0.0,11.1,1.1,-0.3,0.0,4822.0,15.0,-15.0,0.0,cold,481.023879189444
HD 145675 c,16.4,9.3,-4.3,0.0,0.995819,0.021652,-0.021652,0.0,5314.94,81.56,-81.56,0.0,cold,57.76628706366249
HD 171238 b,2.57,0.16,-0.16,0.0,1.01,0.07,-0.07,0.0,5440.0,,,0.0,cold,150.41835427260781
kap CrB b,2.7,,,0.0,4.83752,,,0.0,4871.0,25.0,-25.0,0.0,cold,287.5778563558589
TOI-2537 c,2.78,0.22,-0.15,0.0,0.771,0.039,-0.04,0.0,4870.0,150.0,-150.0,0.0,cold,113.12056356542635
HD 106270 b,4.3,0.4,-0.4,0.0,2.5,0.1,-0.1,0.0,5638.0,44.0,-44.0,0.0,cold,189.61323853786016
GJ 15 A c,5.4,1.0,-0.9,0.0,0.38,0.05,-0.05,0.0,3607.0,68.0,-68.0,0.0,cold,42.20353881162657
