,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
3027,Kepler-280 b,0.0317,,,0.0,1.08,0.165,-0.15,0.0,5534.0,82.0,-74.0,0.0
3028,Kepler-280 c,0.056,,,0.0,0.886,0.426,-0.426,0.0,5744.0,200.0,-200.0,0.0
3029,Kepler-281 b,0.117,,,0.0,0.899,0.347,-0.347,0.0,5723.0,200.0,-200.0,0.0
3030,Kepler-281 c,0.2137,,,0.0,0.884,0.23,-0.077,0.0,5717.0,156.0,-173.0,0.0
3031,Kepler-281 d,0.5456,,,0.0,0.884,0.23,-0.077,0.0,5717.0,156.0,-173.0,0.0
3032,Kepler-282 b,0.0852,,,0.0,0.887,0.361,-0.07,0.0,6102.0,163.0,-178.0,0.0
3033,Kepler-282 c,0.1034,,,0.0,0.872,0.088,-0.088,0.0,5600.0,112.0,-100.0,0.0
3034,Kepler-282 d,0.1648,,,0.0,0.887,0.361,-0.07,0.0,6102.0,163.0,-178.0,0.0
3035,Kepler-282 e,0.252,,,0.0,0.99,0.38,-0.38,0.0,6144.0,95.0,-95.0,0.0
3036,Kepler-283 b,0.082,,,0.0,0.566,0.024,-0.024,0.0,4351.0,100.0,-100.0,0.0
3037,Kepler-283 c,0.3378,,,0.0,0.582,0.027,-0.03,0.0,4141.0,83.0,-91.0,0.0
3038,Kepler-284 b,0.104,,,0.0,0.814,0.356,-0.356,0.0,5615.0,200.0,-200.0,0.0
3039,Kepler-284 c,0.214,,,0.0,0.82,0.24,-0.24,0.0,5603.0,87.0,-87.0,0.0
3040,Kepler-285 b,0.0359,,,0.0,0.801,0.257,-0.059,0.0,5400.0,171.0,-138.0,0.0
3041,Kepler-285 c,0.0634,,,0.0,0.801,0.257,-0.059,0.0,5400.0,171.0,-138.0,0.0
3042,Kepler-286 b,0.0272,0.00033,-0.00033,0.0,0.856,0.086,-0.074,0.0,5559.0,60.0,-60.0,0.0
3043,Kepler-286 c,0.0448,,,0.0,0.908,0.39,-0.074,0.0,5970.0,163.0,-182.0,0.0
3044,Kepler-286 d,0.064,,,0.0,0.908,0.39,-0.074,0.0,5970.0,163.0,-182.0,0.0
3045,Kepler-286 e,0.187,,,0.0,0.93,0.46,-0.46,0.0,5969.0,107.0,-107.0,0.0
3046,Kepler-287 b,0.14404,0.00161,-0.00161,0.0,0.905,0.029,-0.028,0.0,5547.0,60.0,-60.0,0.0
3047,Kepler-287 c,0.2428,,,0.0,1.012,0.38,-0.128,0.0,5800.0,161.0,-161.0,0.0
3048,Kepler-288 b,0.0638,,,0.0,1.068,0.378,-0.167,0.0,5918.0,185.0,-193.0,0.0
3049,Kepler-288 c,0.1375,,,0.0,1.068,0.378,-0.167,0.0,5918.0,185.0,-193.0,0.0
3050,Kepler-288 d,0.2818,,,0.0,1.068,0.378,-0.167,0.0,5918.0,185.0,-193.0,0.0
3051,Kepler-289 b,0.2182,,,0.0,1.598,0.831,-0.475,0.0,6279.0,171.0,-215.0,0.0
3052,Kepler-289 c,0.5166,,,0.0,1.598,0.831,-0.475,0.0,6279.0,171.0,-215.0,0.0
3053,Kepler-289 d,0.33,0.02,-0.02,0.0,1.0,0.02,-0.02,0.0,5990.0,38.0,-38.0,0.0
3054,Kepler-289 e,0.9342,,,0.0,1.115,0.174,-0.142,0.0,5933.0,107.0,-119.0,0.0
3055,Kepler-29 b,0.092,,,0.0,0.872,0.075,-0.035,0.0,5716.0,104.0,-115.0,0.0
3056,Kepler-29 c,0.1088,,,0.0,0.872,0.075,-0.035,0.0,5716.0,104.0,-115.0,0.0
3057,Kepler-290 b,0.1099,,,0.0,0.755,0.097,-0.065,0.0,5142.0,153.0,-153.0,0.0
3058,Kepler-290 c,0.2036,,,0.0,0.755,0.097,-0.065,0.0,5142.0,153.0,-153.0,0.0
3059,Kepler-290 d,0.0154,,,0.0,0.759,0.137,-0.057,0.0,5153.0,170.0,-143.0,0.0
3060,Kepler-291 b,0.0469,,,0.0,0.986,0.302,-0.101,0.0,5993.0,190.0,-232.0,0.0
3061,Kepler-291 c,0.06297,0.00064,-0.00064,0.0,1.184,0.084,-0.076,0.0,5637.0,60.0,-60.0,0.0
3062,Kepler-292 b,0.0345,,,0.0,0.808,0.06,-0.049,0.0,5296.0,106.0,-106.0,0.0
3063,Kepler-292 c,0.044,,,0.0,0.808,0.06,-0.049,0.0,5296.0,106.0,-106.0,0.0
3064,Kepler-292 d,0.0701,,,0.0,0.915,0.351,-0.087,0.0,5513.0,175.0,-151.0,0.0
3065,Kepler-292 e,0.096,,,0.0,0.808,0.06,-0.049,0.0,5296.0,106.0,-106.0,0.0
3066,Kepler-292 f,0.1442,,,0.0,0.915,0.351,-0.087,0.0,5513.0,175.0,-151.0,0.0
3067,Kepler-293 b,0.1424,,,0.0,0.941,0.273,-0.091,0.0,5798.0,156.0,-191.0,0.0
3068,Kepler-293 c,0.27387,0.00179,-0.00179,0.0,0.833,0.032,-0.03,0.0,5483.0,60.0,-60.0,0.0
3069,Kepler-294 b,0.047,,,0.0,0.89,0.42,-0.42,0.0,5870.0,130.0,-130.0,0.0
3070,Kepler-294 c,0.0692,,,0.0,0.903,0.109,-0.043,0.0,5616.0,76.0,-84.0,0.0
3071,Kepler-295 b,0.0987,,,0.0,0.886,0.203,-0.119,0.0,5607.0,152.0,-152.0,0.0
3072,Kepler-295 c,0.145,,,0.0,0.94,0.35,-0.35,0.0,5631.0,78.0,-78.0,0.0
3073,Kepler-295 d,0.192,,,0.0,0.898,0.473,-0.473,0.0,5603.0,200.0,-200.0,0.0
3074,Kepler-296 b,0.079,0.013,-0.013,0.0,0.48,0.066,-0.087,0.0,3740.0,130.0,-130.0,0.0
3075,Kepler-296 c,0.046,,,0.0,0.37,0.06,-0.06,0.0,3517.0,70.0,-57.0,0.0
3076,Kepler-296 d,0.104,,,0.0,0.37,0.06,-0.06,0.0,3517.0,70.0,-57.0,0.0
3077,Kepler-296 e,0.149,0.035,-0.024,0.0,0.426,0.038,-0.027,0.0,3572.0,80.0,-80.0,0.0
3078,Kepler-296 f,0.2253,,,0.0,0.37,0.06,-0.06,0.0,3517.0,70.0,-57.0,0.0
3079,Kepler-297 b,0.228,,,0.0,1.04,0.478,-0.104,0.0,6150.0,151.0,-193.0,0.0
3080,Kepler-297 c,0.3292,,,0.0,0.897,0.099,-0.081,0.0,5618.0,112.0,-112.0,0.0
3081,Kepler-297 d,0.561,,,0.0,1.04,0.478,-0.104,0.0,6150.0,151.0,-193.0,0.0
3082,Kepler-298 b,0.0819,,,0.0,0.652,0.065,-0.059,0.0,4549.0,168.0,-160.0,0.0
3083,Kepler-298 c,0.1367,,,0.0,0.611,0.041,-0.019,0.0,4463.0,88.0,-88.0,0.0
3084,Kepler-298 d,0.3078,,,0.0,0.611,0.041,-0.019,0.0,4463.0,88.0,-88.0,0.0
3085,Kepler-299 b,0.0387,,,0.0,0.999,0.142,-0.116,0.0,5616.0,101.0,-101.0,0.0
3086,Kepler-299 c,0.071,,,0.0,0.9,0.34,-0.34,0.0,5885.0,96.0,-96.0,0.0
3087,Kepler-299 d,0.119,,,0.0,0.9,0.34,-0.34,0.0,5885.0,96.0,-96.0,0.0
3088,Kepler-299 e,0.2231,,,0.0,0.916,0.364,-0.074,0.0,5896.0,163.0,-171.0,0.0
3089,Kepler-30 b,0.1847,,,0.0,0.867,0.092,-0.034,0.0,5485.0,99.0,-112.0,0.0
3090,Kepler-30 c,0.29552,0.00199,-0.00199,0.0,0.819,0.036,-0.034,0.0,5464.0,60.0,-60.0,0.0
3091,Kepler-30 d,0.5,,,0.0,0.95,0.12,-0.12,0.0,5498.0,54.0,-54.0,0.0
3092,Kepler-300 b,0.0926,,,0.0,0.881,0.26,-0.081,0.0,5968.0,161.0,-179.0,0.0
3093,Kepler-300 c,0.2293,,,0.0,0.881,0.339,-0.068,0.0,5968.0,157.0,-162.0,0.0
3094,Kepler-301 b,0.0355,,,0.0,0.881,0.378,-0.074,0.0,5814.0,153.0,-153.0,0.0
3095,Kepler-301 c,0.0593,,,0.0,0.881,0.378,-0.074,0.0,5814.0,153.0,-153.0,0.0
3096,Kepler-301 d,0.112,,,0.0,0.9,0.481,-0.481,0.0,5815.0,200.0,-200.0,0.0
3097,Kepler-302 b,0.193,,,0.0,1.22,0.249,-0.249,0.0,5740.0,107.0,-107.0,0.0
3098,Kepler-302 c,0.503,,,0.0,1.22,0.249,-0.249,0.0,5740.0,107.0,-107.0,0.0
3099,Kepler-303 b,0.024,,,0.0,0.485,0.025,-0.025,0.0,3944.0,150.0,-150.0,0.0
3100,Kepler-303 c,0.06,,,0.0,0.547,0.012,-0.012,0.0,4212.0,73.0,-73.0,0.0
3101,Kepler-304 b,0.0407,,,0.0,0.892,1.845,-0.105,0.0,4910.0,157.0,-131.0,0.0
3102,Kepler-304 c,0.0539,,,0.0,0.691,0.049,-0.025,0.0,4723.0,94.0,-94.0,0.0
3103,Kepler-304 d,0.0833,,,0.0,0.892,1.845,-0.105,0.0,4910.0,157.0,-131.0,0.0
3104,Kepler-304 e,0.0241,,,0.0,0.892,1.845,-0.105,0.0,4910.0,157.0,-131.0,0.0
3105,Kepler-305 b,0.0557,,,0.0,0.803,0.2,-0.08,0.0,5106.0,207.0,-157.0,0.0
3106,Kepler-305 c,0.0733,,,0.0,0.803,0.2,-0.08,0.0,5106.0,207.0,-157.0,0.0
3107,Kepler-305 d,0.1171,,,0.0,0.803,0.2,-0.08,0.0,5106.0,207.0,-157.0,0.0
3108,Kepler-305 e,0.0389,,,0.0,0.803,0.2,-0.08,0.0,5106.0,207.0,-157.0,0.0
3109,Kepler-306 b,0.0521,,,0.0,0.851,0.262,-0.069,0.0,5219.0,209.0,-160.0,0.0
3110,Kepler-306 c,0.0672,,,0.0,0.721,0.047,-0.029,0.0,4955.0,100.0,-100.0,0.0
3111,Kepler-306 d,0.1203,,,0.0,0.721,0.047,-0.029,0.0,4955.0,100.0,-100.0,0.0
3112,Kepler-306 e,0.2362,,,0.0,0.851,0.262,-0.069,0.0,5219.0,209.0,-160.0,0.0
3113,Kepler-307 b,0.0928,,,0.0,1.084,0.406,-0.157,0.0,5671.0,162.0,-159.0,0.0
3114,Kepler-307 c,0.103,,,0.0,1.03,0.42,-0.42,0.0,5577.0,105.0,-105.0,0.0
3115,Kepler-308 b,0.089,,,0.0,0.914,0.379,-0.079,0.0,5896.0,172.0,-193.0,0.0
3116,Kepler-308 c,0.1211,,,0.0,0.914,0.274,-0.091,0.0,5896.0,176.0,-194.0,0.0
3117,Kepler-309 b,0.05132,0.00227,-0.00227,0.0,0.49,0.07,-0.07,0.0,3880.0,143.0,-103.0,0.0
3118,Kepler-309 c,0.401,,,0.0,0.721,0.04,-0.04,0.0,4713.0,100.0,-100.0,0.0
3119,Kepler-31 b,0.158,,,0.0,1.15,0.29,-0.29,0.0,6514.0,127.0,-127.0,0.0
3120,Kepler-31 c,0.253,,,0.0,1.163,0.551,-0.14,0.0,6505.0,169.0,-251.0,0.0
3121,Kepler-31 d,0.39,,,0.0,1.306,0.302,-0.302,0.0,6034.0,168.0,-168.0,0.0
3122,Kepler-310 b,0.1116,,,0.0,0.839,0.065,-0.035,0.0,5497.0,74.0,-82.0,0.0
3123,Kepler-310 c,0.2838,,,0.0,0.839,0.065,-0.035,0.0,5497.0,74.0,-82.0,0.0
3124,Kepler-310 d,0.387,,,0.0,0.853,0.381,-0.081,0.0,5795.0,221.0,-199.0,0.0
3125,Kepler-311 b,0.085,,,0.0,1.156,0.185,-0.166,0.0,5903.0,106.0,-117.0,0.0
3126,Kepler-311 c,0.148,,,0.0,1.12,0.47,-0.47,0.0,6285.0,93.0,-93.0,0.0
3127,Kepler-311 d,0.73783,0.00771,-0.00771,0.0,1.139,0.03,-0.029,0.0,5897.0,60.0,-60.0,0.0
3128,Kepler-312 b,0.0305,,,0.0,1.108,0.162,-0.076,0.0,6173.0,72.0,-132.0,0.0
3129,Kepler-312 c,0.1521,,,0.0,1.108,0.162,-0.076,0.0,6173.0,72.0,-132.0,0.0
3130,Kepler-313 b,0.1175,,,0.0,1.07,0.4,-0.153,0.0,5900.0,173.0,-188.0,0.0
3131,Kepler-313 c,0.196,,,0.0,1.07,0.4,-0.153,0.0,5900.0,173.0,-188.0,0.0
3132,Kepler-314 b,0.035,,,0.0,0.95,0.135,-0.135,0.0,5378.0,100.0,-100.0,0.0
3133,Kepler-314 c,0.064,,,0.0,0.95,0.135,-0.135,0.0,5378.0,100.0,-100.0,0.0
3134,Kepler-315 b,0.38627,0.00261,-0.00261,0.0,1.024,0.043,-0.041,0.0,5683.0,60.0,-60.0,0.0
3135,Kepler-315 c,0.7584,,,0.0,0.862,0.369,-0.096,0.0,5724.0,182.0,-148.0,0.0
3136,Kepler-316 b,0.0281,,,0.0,0.574,0.032,-0.028,0.0,4198.0,83.0,-83.0,0.0
3137,Kepler-316 c,0.0582,,,0.0,0.554,0.064,-0.045,0.0,4132.0,94.0,-74.0,0.0
3138,Kepler-317 b,0.0608,,,0.0,0.936,0.339,-0.082,0.0,5497.0,160.0,-147.0,0.0
3139,Kepler-317 c,0.078,,,0.0,0.86,0.46,-0.46,0.0,5372.0,113.0,-113.0,0.0
3140,Kepler-318 b,0.0566,,,0.0,1.47,0.717,-0.384,0.0,5903.0,165.0,-180.0,0.0
3141,Kepler-318 c,0.105,,,0.0,1.189,0.21,-0.21,0.0,5746.0,100.0,-100.0,0.0
3142,Kepler-319 b,0.05109,0.00027,-0.00027,0.0,0.84,0.021,-0.021,0.0,5599.0,60.0,-60.0,0.0
3143,Kepler-319 c,0.0787,,,0.0,1.784,0.612,-0.596,0.0,5903.0,175.0,-206.0,0.0
3144,Kepler-319 d,0.2171,,,0.0,1.784,0.612,-0.596,0.0,5903.0,175.0,-206.0,0.0
3145,Kepler-32 b,0.0514,,,0.0,0.5,0.06,-0.06,0.0,3727.0,104.0,-64.0,0.0
3146,Kepler-32 c,0.0669,,,0.0,0.5,0.06,-0.06,0.0,3727.0,104.0,-64.0,0.0
3147,Kepler-32 d,0.13,,,0.0,0.53,0.04,-0.04,0.0,3900.0,200.0,-200.0,0.0
3148,Kepler-32 e,0.032,,,0.0,0.5,0.06,-0.06,0.0,3727.0,104.0,-64.0,0.0
3149,Kepler-32 f,0.013,0.0002,-0.0002,0.0,0.53,0.02,-0.02,0.0,3793.0,80.0,-74.0,0.0
3150,Kepler-320 b,0.08263,0.00076,-0.00076,0.0,1.246,0.034,-0.033,0.0,6134.0,60.0,-60.0,0.0
3151,Kepler-320 c,0.1379,,,0.0,1.04,0.503,-0.092,0.0,6412.0,161.0,-199.0,0.0
3152,Kepler-321 b,0.057,,,0.0,0.956,0.147,-0.053,0.0,5772.0,104.0,-127.0,0.0
3153,Kepler-321 c,0.11,,,0.0,1.194,0.23,-0.23,0.0,5740.0,100.0,-100.0,0.0
3154,Kepler-322 b,0.0263,,,0.0,0.876,0.084,-0.058,0.0,5390.0,107.0,-107.0,0.0
3155,Kepler-322 c,0.0471,,,0.0,0.827,0.932,-0.106,0.0,5496.0,177.0,-157.0,0.0
3156,Kepler-323 b,0.029,,,0.0,1.4,0.53,-0.53,0.0,6255.0,83.0,-83.0,0.0
3157,Kepler-323 c,0.0474,,,0.0,1.378,0.831,-0.304,0.0,6277.0,150.0,-194.0,0.0
3158,Kepler-324 b,0.05,,,0.0,0.84,0.072,-0.072,0.0,5194.0,100.0,-100.0,0.0
3159,Kepler-324 c,0.26279,0.00216,-0.00216,0.0,0.835,0.023,-0.022,0.0,5233.0,60.0,-60.0,0.0
3160,Kepler-324 e,0.1096,,,0.0,0.803,0.252,-0.058,0.0,5355.0,171.0,-138.0,0.0
3161,Kepler-325 b,0.053,,,0.0,1.003,0.497,-0.497,0.0,5752.0,200.0,-200.0,0.0
3162,Kepler-325 c,0.1029,,,0.0,0.982,0.37,-0.13,0.0,5749.0,166.0,-152.0,0.0
3163,Kepler-325 d,0.2157,,,0.0,0.982,0.37,-0.13,0.0,5749.0,166.0,-152.0,0.0
3164,Kepler-326 b,0.03256,0.00013,-0.00013,0.0,1.089,0.036,-0.035,0.0,5184.0,60.0,-60.0,0.0
3165,Kepler-326 c,0.0506,,,0.0,0.789,0.052,-0.037,0.0,5103.0,101.0,-101.0,0.0
3166,Kepler-326 d,0.0656,,,0.0,0.789,0.052,-0.037,0.0,5103.0,101.0,-101.0,0.0
3167,Kepler-327 b,0.03,,,0.0,0.523,0.026,-0.026,0.0,4042.0,200.0,-200.0,0.0
3168,Kepler-327 c,0.047,,,0.0,0.492,0.016,-0.016,0.0,3799.0,100.0,-100.0,0.0
3169,Kepler-327 d,0.093,,,0.0,0.523,0.026,-0.026,0.0,4042.0,200.0,-200.0,0.0
3170,Kepler-328 b,0.2199,,,0.0,1.069,0.323,-0.129,0.0,6194.0,196.0,-295.0,0.0
3171,Kepler-328 c,0.3526,,,0.0,1.064,0.442,-0.106,0.0,6167.0,181.0,-259.0,0.0
3172,Kepler-329 b,0.0601,,,0.0,0.515,0.06,-0.043,0.0,4045.0,85.0,-71.0,0.0
3173,Kepler-329 c,0.113,,,0.0,0.523,0.052,-0.052,0.0,4257.0,200.0,-200.0,0.0
3174,Kepler-33 b,0.0677,0.0014,-0.0014,0.0,1.82,0.14,-0.18,0.0,5904.0,47.0,-47.0,0.0
3175,Kepler-33 c,0.1128,,,0.0,1.694,0.257,-0.418,0.0,5900.0,117.0,-117.0,0.0
3176,Kepler-33 d,0.1577,,,0.0,1.694,0.399,-0.381,0.0,5900.0,120.0,-117.0,0.0
3177,Kepler-33 e,0.214,,,0.0,1.82,0.16,-0.16,0.0,5904.0,51.0,-51.0,0.0
3178,Kepler-33 f,0.2405,,,0.0,1.694,0.399,-0.381,0.0,5900.0,120.0,-117.0,0.0
3179,Kepler-330 b,0.0748,,,0.0,0.743,0.119,-0.055,0.0,5108.0,164.0,-130.0,0.0
3180,Kepler-330 c,0.116,,,0.0,0.722,0.267,-0.267,0.0,5117.0,200.0,-200.0,0.0
3181,Kepler-331 b,0.066,,,0.0,0.521,0.044,-0.044,0.0,4345.0,133.0,-143.0,0.0
3182,Kepler-331 c,0.1063,,,0.0,0.521,0.044,-0.044,0.0,4345.0,133.0,-143.0,0.0
3183,Kepler-331 d,0.159,,,0.0,0.492,0.047,-0.047,0.0,4347.0,200.0,-200.0,0.0
3184,Kepler-332 b,0.06869,0.00059,-0.00059,0.0,0.688,0.018,-0.018,0.0,4955.0,60.0,-60.0,0.0
3185,Kepler-332 c,0.114,,,0.0,0.72,0.041,-0.041,0.0,4955.0,100.0,-100.0,0.0
3186,Kepler-332 d,0.1894,,,0.0,0.721,0.047,-0.029,0.0,4955.0,100.0,-100.0,0.0
3187,Kepler-333 b,0.0889,,,0.0,0.583,0.057,-0.053,0.0,4159.0,94.0,-78.0,0.0
3188,Kepler-333 c,0.1373,,,0.0,0.583,0.057,-0.053,0.0,4159.0,94.0,-78.0,0.0
3189,Kepler-334 b,0.06,,,0.0,0.999,0.186,-0.084,0.0,5827.0,111.0,-119.0,0.0
3190,Kepler-334 c,0.1055,,,0.0,0.999,0.186,-0.084,0.0,5827.0,111.0,-119.0,0.0
3191,Kepler-334 d,0.16903,0.00203,-0.00203,0.0,0.999,0.024,-0.023,0.0,5866.0,60.0,-60.0,0.0
3192,Kepler-335 b,0.0691,,,0.0,0.932,0.348,-0.08,0.0,6003.0,148.0,-179.0,0.0
3193,Kepler-335 c,0.3473,,,0.0,1.812,0.281,-0.457,0.0,5878.0,117.0,-117.0,0.0
3194,Kepler-336 b,0.0307,,,0.0,0.865,0.373,-0.068,0.0,6029.0,153.0,-165.0,0.0
3195,Kepler-336 c,0.091,,,0.0,1.272,0.213,-0.213,0.0,5865.0,105.0,-117.0,0.0
3196,Kepler-336 d,0.1444,,,0.0,0.865,0.373,-0.068,0.0,6029.0,153.0,-165.0,0.0
3197,Kepler-337 b,0.043,,,0.0,1.415,0.225,-0.257,0.0,5684.0,108.0,-102.0,0.0
3198,Kepler-337 c,0.0882,,,0.0,1.415,0.225,-0.257,0.0,5684.0,108.0,-102.0,0.0
3199,Kepler-338 b,0.1172,,,0.0,1.735,0.082,-0.082,0.0,5923.0,77.0,-77.0,0.0
3200,Kepler-338 c,0.169,,,0.0,1.693,0.115,-0.094,0.0,5951.0,80.0,-80.0,0.0
3201,Kepler-338 d,0.2564,,,0.0,1.735,0.082,-0.082,0.0,5923.0,77.0,-77.0,0.0
3202,Kepler-338 e,0.0906,,,0.0,1.735,0.082,-0.082,0.0,5923.0,77.0,-77.0,0.0
3203,Kepler-339 b,0.055,,,0.0,0.802,0.362,-0.362,0.0,5631.0,200.0,-200.0,0.0
3204,Kepler-339 c,0.069,,,0.0,0.802,0.362,-0.362,0.0,5631.0,200.0,-200.0,0.0
3205,Kepler-339 d,0.0903,,,0.0,0.808,0.316,-0.063,0.0,5627.0,158.0,-139.0,0.0
3206,Kepler-34 b,1.0896,0.0009,-0.0009,0.0,1.1618,0.0027,-0.0031,0.0,5913.0,130.0,-130.0,0.0
3207,Kepler-340 b,0.134,,,0.0,1.85,0.416,-0.416,0.0,6620.0,376.0,-376.0,0.0
3208,Kepler-340 c,0.177,,,0.0,1.846,0.326,-0.399,0.0,6642.0,105.0,-157.0,0.0
3209,Kepler-341 b,0.05827,0.00059,-0.00059,0.0,1.185,0.037,-0.036,0.0,5722.0,60.0,-60.0,0.0
3210,Kepler-341 c,0.08,,,0.0,1.024,0.519,-0.519,0.0,6012.0,200.0,-200.0,0.0
3211,Kepler-341 d,0.17768,0.00177,-0.00177,0.0,1.185,0.037,-0.036,0.0,5722.0,60.0,-60.0,0.0
3212,Kepler-341 e,0.2383,,,0.0,1.003,0.396,-0.109,0.0,6008.0,156.0,-183.0,0.0
3213,Kepler-342 b,0.1291,,,0.0,1.369,0.228,-0.187,0.0,6297.0,113.0,-126.0,0.0
3214,Kepler-342 c,0.1837,,,0.0,1.178,0.557,-0.147,0.0,6475.0,144.0,-224.0,0.0
3215,Kepler-342 d,0.2412,,,0.0,1.178,0.557,-0.147,0.0,6475.0,144.0,-224.0,0.0
3216,Kepler-342 e,0.02909,0.0002,-0.0002,0.0,1.363,0.034,-0.033,0.0,6272.0,60.0,-60.0,0.0
3217,Kepler-343 b,0.0853,,,0.0,1.047,0.458,-0.116,0.0,6122.0,168.0,-214.0,0.0
3218,Kepler-343 c,0.1609,,,0.0,1.047,0.458,-0.116,0.0,6122.0,168.0,-214.0,0.0
3219,Kepler-344 b,0.1503,,,0.0,0.958,0.377,-0.105,0.0,5774.0,164.0,-163.0,0.0
3220,Kepler-344 c,0.488,,,0.0,0.976,0.454,-0.454,0.0,5774.0,200.0,-200.0,0.0
3221,Kepler-345 b,0.0634,,,0.0,0.63,0.051,-0.065,0.0,4386.0,128.0,-132.0,0.0
3222,Kepler-345 c,0.0742,,,0.0,0.63,0.051,-0.065,0.0,4386.0,128.0,-132.0,0.0
3223,Kepler-346 b,0.0698,,,0.0,1.001,0.333,-0.111,0.0,6032.0,190.0,-232.0,0.0
3224,Kepler-346 c,0.1658,,,0.0,1.001,0.435,-0.099,0.0,6032.0,170.0,-224.0,0.0
3225,Kepler-347 b,0.1097,,,0.0,0.998,0.385,-0.094,0.0,6092.0,144.0,-198.0,0.0
3226,Kepler-347 c,0.17287,0.00135,-0.00135,0.0,1.437,0.048,-0.046,0.0,5704.0,60.0,-60.0,0.0
3227,Kepler-347 d,0.3893,,,0.0,0.998,0.385,-0.094,0.0,6092.0,144.0,-198.0,0.0
3228,Kepler-348 b,0.0778,,,0.0,1.402,0.267,-0.178,0.0,6388.0,115.0,-140.0,0.0
3229,Kepler-348 c,0.13856,0.00132,-0.00132,0.0,1.296,0.033,-0.032,0.0,6421.0,60.0,-60.0,0.0
3230,Kepler-349 b,0.0642,,,0.0,0.911,0.317,-0.074,0.0,5941.0,156.0,-175.0,0.0
3231,Kepler-349 c,0.1041,,,0.0,0.911,0.317,-0.074,0.0,5941.0,156.0,-175.0,0.0
3232,Kepler-35 b,0.60347,0.00101,-0.00103,0.0,1.0284,0.002,-0.0019,0.0,5606.0,150.0,-150.0,0.0
3233,Kepler-350 b,0.0979,,,0.0,1.247,0.571,-0.24,0.0,6217.0,168.0,-195.0,0.0
3234,Kepler-350 c,0.1336,,,0.0,1.247,0.571,-0.24,0.0,6217.0,168.0,-195.0,0.0
3235,Kepler-350 d,0.1723,,,0.0,1.247,0.571,-0.24,0.0,6217.0,168.0,-195.0,0.0
3236,Kepler-351 b,0.2112,,,0.0,0.841,0.369,-0.067,0.0,5646.0,164.0,-151.0,0.0
3237,Kepler-351 c,0.2822,,,0.0,0.841,0.369,-0.067,0.0,5646.0,164.0,-151.0,0.0
3238,Kepler-351 d,0.5184,,,0.0,0.841,0.369,-0.067,0.0,5646.0,164.0,-151.0,0.0
3239,Kepler-352 b,0.086,,,0.0,0.725,0.038,-0.038,0.0,5227.0,65.0,-65.0,0.0
3240,Kepler-352 c,0.1183,,,0.0,0.752,0.146,-0.058,0.0,5238.0,157.0,-136.0,0.0
3241,Kepler-352 d,0.0665,,,0.0,0.752,0.146,-0.058,0.0,5238.0,157.0,-136.0,0.0
3242,Kepler-353 b,0.051,,,0.0,0.504,0.016,-0.016,0.0,3903.0,100.0,-100.0,0.0
3243,Kepler-353 c,0.0665,,,0.0,0.539,0.03,-0.038,0.0,3757.0,75.0,-83.0,0.0
3244,Kepler-354 b,0.0542,,,0.0,0.706,0.046,-0.061,0.0,4650.0,125.0,-139.0,0.0
3245,Kepler-354 c,0.115,,,0.0,0.674,0.21,-0.21,0.0,4648.0,200.0,-200.0,0.0
3246,Kepler-354 d,0.1459,,,0.0,0.706,0.046,-0.061,0.0,4650.0,125.0,-139.0,0.0
3247,Kepler-355 b,0.1003,,,0.0,1.038,0.532,-0.099,0.0,6184.0,173.0,-238.0,0.0
3248,Kepler-355 c,0.176,,,0.0,1.03,0.3,-0.3,0.0,5929.0,200.0,-200.0,0.0
3249,Kepler-356 b,0.05705,0.00053,-0.00053,0.0,1.417,0.037,-0.036,0.0,6140.0,60.0,-60.0,0.0
3250,Kepler-356 c,0.1123,,,0.0,1.277,0.23,-0.188,0.0,6140.0,123.0,-135.0,0.0
3251,Kepler-357 b,0.061,,,0.0,0.72,0.51,-0.51,0.0,4978.0,91.0,-91.0,0.0
3252,Kepler-357 c,0.1191,,,0.0,0.828,0.032,-0.065,0.0,4954.0,79.0,-79.0,0.0
3253,Kepler-357 d,0.2429,,,0.0,0.821,0.239,-0.078,0.0,5033.0,178.0,-137.0,0.0
3254,Kepler-358 b,0.2079,,,0.0,0.94,0.387,-0.083,0.0,5910.0,168.0,-200.0,0.0
3255,Kepler-358 c,0.374,,,0.0,0.89,0.42,-0.42,0.0,5870.0,129.0,-129.0,0.0
3256,Kepler-359 b,0.173,,,0.0,0.81,0.3,-0.3,0.0,5999.0,200.0,-200.0,0.0
3257,Kepler-359 c,0.3015,,,0.0,1.033,0.444,-0.094,0.0,6210.0,181.0,-227.0,0.0
3258,Kepler-359 d,0.372,,,0.0,1.086,0.503,-0.503,0.0,6248.0,250.0,-250.0,0.0
3259,Kepler-36 b,0.1133,,,0.0,1.585,0.071,-0.079,0.0,5919.0,62.0,-71.0,0.0
3260,Kepler-36 c,0.1284,,,0.0,1.626,0.019,-0.019,0.0,5911.0,66.0,-66.0,0.0
3261,Kepler-360 b,0.0436,,,0.0,1.028,0.427,-0.113,0.0,6052.0,162.0,-201.0,0.0
3262,Kepler-360 c,0.0735,,,0.0,1.028,0.427,-0.113,0.0,6052.0,162.0,-201.0,0.0
