,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
2792,Kepler-20 g,0.2055,0.0022,-0.0021,0.0,0.9639,0.0177,-0.0177,0.0,5495.0,50.0,-50.0,0.0
2793,Kepler-200 b,0.08,,,0.0,0.944,0.158,-0.158,0.0,5678.0,100.0,-100.0,0.0
2794,Kepler-200 c,0.0934,,,0.0,1.277,0.636,-0.257,0.0,6053.0,153.0,-186.0,0.0
2795,Kepler-2000 b,0.0562,,,0.0,0.576,0.022,-0.036,0.0,3757.0,74.0,-82.0,0.0
2796,Kepler-2000 c,0.1234,,,0.0,0.56,0.08,-0.08,0.0,3769.0,297.0,-50.0,0.0
2797,Kepler-2001 b,0.0197,,,0.0,0.784,0.124,-0.054,0.0,5093.0,171.0,-138.0,0.0
2798,Kepler-2001 c,0.1085,,,0.0,0.784,0.124,-0.054,0.0,5093.0,171.0,-138.0,0.0
2799,Kepler-201 b,0.179,,,0.0,1.179,0.187,-0.109,0.0,6034.0,109.0,-133.0,0.0
2800,Kepler-201 c,0.5752,,,0.0,1.24,0.269,-0.151,0.0,6131.0,86.0,-132.0,0.0
2801,Kepler-202 b,0.045,,,0.0,0.667,0.034,-0.034,0.0,4668.0,100.0,-100.0,0.0
2802,Kepler-202 c,0.11161,0.00108,-0.00108,0.0,0.683,0.019,-0.018,0.0,4762.0,60.0,-60.0,0.0
2803,Kepler-203 b,0.0424,,,0.0,0.937,0.382,-0.084,0.0,5949.0,152.0,-182.0,0.0
2804,Kepler-203 c,0.06,,,0.0,0.91,0.63,-0.63,0.0,5924.0,94.0,-94.0,0.0
2805,Kepler-203 d,0.1,,,0.0,1.114,0.213,-0.213,0.0,5821.0,100.0,-100.0,0.0
2806,Kepler-204 b,0.1156,,,0.0,1.038,0.407,-0.121,0.0,6095.0,150.0,-182.0,0.0
2807,Kepler-204 c,0.17247,0.00137,-0.00137,0.0,0.975,0.025,-0.024,0.0,5877.0,60.0,-60.0,0.0
2808,Kepler-205 b,0.032,,,0.0,0.546,0.022,-0.022,0.0,4321.0,100.0,-100.0,0.0
2809,Kepler-205 c,0.1164,,,0.0,0.48,0.06,-0.06,0.0,3834.0,50.0,-57.0,0.0
2810,Kepler-206 b,0.0764,,,0.0,1.143,0.181,-0.164,0.0,5762.0,104.0,-115.0,0.0
2811,Kepler-206 c,0.1084,,,0.0,1.06,0.192,-0.105,0.0,5762.0,113.0,-119.0,0.0
2812,Kepler-206 d,0.1595,,,0.0,1.06,0.192,-0.105,0.0,5762.0,113.0,-119.0,0.0
2813,Kepler-207 b,0.0275,,,0.0,1.109,0.576,-0.132,0.0,6110.0,143.0,-191.0,0.0
2814,Kepler-207 c,0.0423,,,0.0,1.109,0.576,-0.132,0.0,6110.0,143.0,-191.0,0.0
2815,Kepler-207 d,0.0651,,,0.0,1.109,0.576,-0.132,0.0,6110.0,143.0,-191.0,0.0
2816,Kepler-208 b,0.0532,,,0.0,1.328,0.843,-0.265,0.0,6220.0,177.0,-237.0,0.0
2817,Kepler-208 c,0.07678,0.00071,-0.00071,0.0,1.234,0.031,-0.03,0.0,6054.0,60.0,-60.0,0.0
2818,Kepler-208 d,0.103,,,0.0,1.314,0.243,-0.243,0.0,6092.0,100.0,-100.0,0.0
2819,Kepler-208 e,0.12901,0.0012,-0.0012,0.0,1.234,0.031,-0.03,0.0,6054.0,60.0,-60.0,0.0
2820,Kepler-209 b,0.122,,,0.0,1.0,0.1,-0.1,0.0,5524.0,50.0,-50.0,0.0
2821,Kepler-209 c,0.2255,,,0.0,1.043,0.178,-0.136,0.0,5514.0,110.0,-86.0,0.0
2822,Kepler-21 b,0.0434,0.00021,-0.00032,0.0,1.902,0.018,-0.012,0.0,6305.0,50.0,-50.0,0.0
2823,Kepler-210 b,0.0293,,,0.0,0.533,0.032,-0.035,0.0,3912.0,78.0,-86.0,0.0
2824,Kepler-210 c,0.066,,,0.0,0.569,0.031,-0.031,0.0,4367.0,50.0,-50.0,0.0
2825,Kepler-211 b,0.0493,,,0.0,1.56,1.028,-0.695,0.0,5244.0,180.0,-141.0,0.0
2826,Kepler-211 c,0.06192,0.00027,-0.00027,0.0,0.764,0.02,-0.019,0.0,5194.0,60.0,-60.0,0.0
2827,Kepler-212 b,0.1313,,,0.0,1.141,0.282,-0.097,0.0,5914.0,98.0,-129.0,0.0
2828,Kepler-212 c,0.207,,,0.0,1.16,0.11,-0.11,0.0,5913.0,50.0,-50.0,0.0
2829,Kepler-213 b,0.0356,,,0.0,0.898,0.298,-0.072,0.0,5822.0,150.0,-161.0,0.0
2830,Kepler-213 c,0.0558,,,0.0,0.898,0.298,-0.072,0.0,5822.0,150.0,-161.0,0.0
2831,Kepler-214 b,0.1242,,,0.0,0.981,0.413,-0.091,0.0,6332.0,156.0,-198.0,0.0
2832,Kepler-214 c,0.194,,,0.0,1.352,0.252,-0.252,0.0,6169.0,100.0,-100.0,0.0
2833,Kepler-215 b,0.0812,,,0.0,1.008,0.189,-0.146,0.0,5741.0,113.0,-87.0,0.0
2834,Kepler-215 c,0.113,,,0.0,1.027,0.236,-0.236,0.0,5739.0,164.0,-164.0,0.0
2835,Kepler-215 d,0.17796,0.00114,-0.00114,0.0,0.896,0.022,-0.021,0.0,5648.0,60.0,-60.0,0.0
2836,Kepler-215 e,0.3171,,,0.0,0.828,0.104,-0.037,0.0,5677.0,113.0,-113.0,0.0
2837,Kepler-216 b,0.0785,,,0.0,1.031,0.461,-0.096,0.0,6277.0,153.0,-197.0,0.0
2838,Kepler-216 c,0.136,,,0.0,1.26,0.243,-0.243,0.0,6091.0,120.0,-120.0,0.0
2839,Kepler-217 b,0.067,,,0.0,1.356,,,0.0,6653.0,,,0.0
2840,Kepler-217 c,0.09057,0.00053,-0.00053,0.0,1.754,0.046,-0.045,0.0,6554.0,60.0,-60.0,0.0
2841,Kepler-217 d,0.0545,,,0.0,1.439,1.104,-0.247,0.0,6765.0,194.0,-313.0,0.0
2842,Kepler-218 b,0.04717,0.00047,-0.00047,0.0,1.037,0.027,-0.026,0.0,5594.0,60.0,-60.0,0.0
2843,Kepler-218 c,0.2451,,,0.0,1.052,0.165,-0.1,0.0,5497.0,94.0,-102.0,0.0
2844,Kepler-218 d,0.4853,,,0.0,1.052,0.165,-0.1,0.0,5497.0,94.0,-102.0,0.0
2845,Kepler-219 b,0.0567,,,0.0,1.332,0.333,-0.211,0.0,5778.0,96.0,-122.0,0.0
2846,Kepler-219 c,0.1647,,,0.0,1.332,0.333,-0.211,0.0,5778.0,96.0,-122.0,0.0
2847,Kepler-219 d,0.2709,,,0.0,1.332,0.333,-0.211,0.0,5778.0,96.0,-122.0,0.0
2848,Kepler-22 b,0.8489,,,0.0,0.979,0.02,-0.02,0.0,5642.0,50.0,-50.0,0.0
2849,Kepler-220 b,0.045,,,0.0,0.655,0.023,-0.023,0.0,4689.0,56.0,-56.0,0.0
2850,Kepler-220 c,0.076,,,0.0,0.655,0.023,-0.023,0.0,4689.0,56.0,-56.0,0.0
2851,Kepler-220 d,0.163,,,0.0,0.666,0.034,-0.034,0.0,4632.0,100.0,-100.0,0.0
2852,Kepler-220 e,0.22586,0.00192,-0.00192,0.0,0.685,0.019,-0.018,0.0,4665.0,60.0,-60.0,0.0
2853,Kepler-221 b,0.0348,,,0.0,0.751,0.17,-0.074,0.0,5280.0,166.0,-139.0,0.0
2854,Kepler-221 c,0.058,,,0.0,0.81,0.16,-0.16,0.0,5324.0,66.0,-66.0,0.0
2855,Kepler-221 d,0.0817,,,0.0,0.751,0.17,-0.074,0.0,5280.0,166.0,-139.0,0.0
2856,Kepler-221 e,0.1279,,,0.0,0.81,0.06,-0.044,0.0,5244.0,105.0,-105.0,0.0
2857,Kepler-222 b,0.048,,,0.0,0.843,0.29,-0.056,0.0,5431.0,168.0,-148.0,0.0
2858,Kepler-222 c,0.091,,,0.0,0.869,0.38,-0.38,0.0,5433.0,200.0,-200.0,0.0
2859,Kepler-222 d,0.1777,,,0.0,0.843,0.29,-0.056,0.0,5431.0,168.0,-148.0,0.0
2860,Kepler-223 b,0.073,,,0.0,1.017,0.438,-0.438,0.0,5829.0,200.0,-200.0,0.0
2861,Kepler-223 c,0.088,,,0.0,1.03,0.46,-0.46,0.0,5832.0,116.0,-116.0,0.0
2862,Kepler-223 d,0.11956,0.00121,-0.00121,0.0,1.574,0.106,-0.096,0.0,5697.0,60.0,-60.0,0.0
2863,Kepler-223 e,0.14481,0.00145,-0.00145,0.0,1.574,0.106,-0.096,0.0,5697.0,60.0,-60.0,0.0
2864,Kepler-224 b,0.039,,,0.0,0.72,0.15,-0.15,0.0,5210.0,70.0,-70.0,0.0
2865,Kepler-224 c,0.05894,0.00052,-0.00052,0.0,0.693,0.027,-0.025,0.0,5046.0,60.0,-60.0,0.0
2866,Kepler-224 d,0.093,,,0.0,0.72,0.15,-0.15,0.0,5210.0,70.0,-70.0,0.0
2867,Kepler-224 e,0.1259,,,0.0,0.699,0.122,-0.049,0.0,5195.0,151.0,-141.0,0.0
2868,Kepler-225 b,0.05407,0.0028,-0.0028,0.0,0.44,0.07,-0.07,0.0,3682.0,103.0,-102.0,0.0
2869,Kepler-225 c,0.111,,,0.0,0.48,0.02,-0.02,0.0,3682.0,150.0,-150.0,0.0
2870,Kepler-226 b,0.047,,,0.0,0.81,0.22,-0.22,0.0,5559.0,88.0,-88.0,0.0
2871,Kepler-226 c,0.05792,0.00064,-0.00064,0.0,0.861,0.037,-0.035,0.0,5356.0,60.0,-60.0,0.0
2872,Kepler-226 d,0.0759,,,0.0,0.806,0.297,-0.06,0.0,5559.0,167.0,-141.0,0.0
2873,Kepler-227 b,0.085,,,0.0,0.99,0.47,-0.47,0.0,5763.0,130.0,-130.0,0.0
2874,Kepler-227 c,0.286,,,0.0,1.04,0.465,-0.114,0.0,5850.0,169.0,-198.0,0.0
2875,Kepler-228 b,0.0374,,,0.0,0.972,0.414,-0.09,0.0,6046.0,163.0,-217.0,0.0
2876,Kepler-228 c,0.051,,,0.0,0.94,0.43,-0.43,0.0,6014.0,138.0,-138.0,0.0
2877,Kepler-228 d,0.0976,0.0011,-0.0011,0.0,1.104,0.068,-0.063,0.0,5660.0,60.0,-60.0,0.0
2878,Kepler-229 b,0.062,,,0.0,0.7,0.38,-0.38,0.0,5099.0,77.0,-77.0,0.0
2879,Kepler-229 c,0.1158,,,0.0,0.848,0.033,-0.072,0.0,5031.0,75.0,-83.0,0.0
2880,Kepler-229 d,0.21757,0.00172,-0.00172,0.0,0.706,0.032,-0.03,0.0,5002.0,60.0,-60.0,0.0
2881,Kepler-23 b,0.077,,,0.0,1.87,0.48,-0.48,0.0,6142.0,118.0,-118.0,0.0
2882,Kepler-23 c,0.0977,,,0.0,1.548,0.048,-0.048,0.0,5828.0,100.0,-100.0,0.0
2883,Kepler-23 d,0.128,,,0.0,1.87,0.48,-0.48,0.0,6142.0,118.0,-118.0,0.0
2884,Kepler-230 b,0.1889,,,0.0,0.798,0.181,-0.077,0.0,5586.0,152.0,-152.0,0.0
2885,Kepler-230 c,0.3764,,,0.0,0.798,0.181,-0.077,0.0,5586.0,152.0,-152.0,0.0
2886,Kepler-231 b,0.0729,,,0.0,0.48,0.06,-0.06,0.0,3767.0,135.0,-51.0,0.0
2887,Kepler-231 c,0.1171,,,0.0,0.56,0.03,-0.034,0.0,4077.0,81.0,-81.0,0.0
2888,Kepler-232 b,0.0536,,,0.0,0.931,0.417,-0.073,0.0,5841.0,170.0,-197.0,0.0
2889,Kepler-232 c,0.1006,,,0.0,0.931,0.417,-0.073,0.0,5841.0,170.0,-197.0,0.0
2890,Kepler-233 b,0.0778,,,0.0,0.788,0.166,-0.06,0.0,5354.0,161.0,-142.0,0.0
2891,Kepler-233 c,0.2884,,,0.0,0.788,0.166,-0.06,0.0,5354.0,161.0,-142.0,0.0
2892,Kepler-234 b,0.0399,,,0.0,1.064,0.536,-0.097,0.0,6167.0,174.0,-203.0,0.0
2893,Kepler-234 c,0.077,,,0.0,1.113,0.495,-0.495,0.0,6224.0,200.0,-200.0,0.0
2894,Kepler-235 b,0.035,,,0.0,0.48,0.07,-0.07,0.0,3887.0,188.0,-78.0,0.0
2895,Kepler-235 c,0.0617,,,0.0,0.48,0.07,-0.07,0.0,3887.0,188.0,-78.0,0.0
2896,Kepler-235 d,0.1155,,,0.0,0.48,0.07,-0.07,0.0,3887.0,188.0,-78.0,0.0
2897,Kepler-235 e,0.2014,,,0.0,0.48,0.07,-0.07,0.0,3887.0,188.0,-78.0,0.0
2898,Kepler-236 b,0.0652,,,0.0,0.524,0.03,-0.044,0.0,3747.0,75.0,-83.0,0.0
2899,Kepler-236 c,0.1325,,,0.0,0.51,0.06,-0.06,0.0,3750.0,66.0,-60.0,0.0
2900,Kepler-237 b,0.0496,,,0.0,0.732,0.08,-0.063,0.0,4861.0,150.0,-128.0,0.0
2901,Kepler-237 c,0.0712,,,0.0,0.732,0.062,-0.068,0.0,4861.0,131.0,-146.0,0.0
2902,Kepler-238 b,0.034,,,0.0,1.43,0.264,-0.264,0.0,5751.0,100.0,-100.0,0.0
2903,Kepler-238 c,0.07042,0.00092,-0.00092,0.0,1.567,0.076,-0.072,0.0,5800.0,60.0,-60.0,0.0
2904,Kepler-238 d,0.1116,,,0.0,0.963,0.407,-0.079,0.0,5858.0,165.0,-193.0,0.0
2905,Kepler-238 e,0.1658,,,0.0,1.384,0.242,-0.266,0.0,5739.0,114.0,-103.0,0.0
2906,Kepler-238 f,0.2724,,,0.0,0.963,0.407,-0.079,0.0,5858.0,165.0,-193.0,0.0
2907,Kepler-239 b,0.09519,0.00085,-0.00085,0.0,0.759,0.027,-0.026,0.0,4939.0,60.0,-60.0,0.0
2908,Kepler-239 c,0.2665,,,0.0,0.734,0.089,-0.055,0.0,4980.0,153.0,-132.0,0.0
2909,Kepler-24 b,0.08045,0.00088,-0.00088,0.0,1.084,0.041,-0.04,0.0,6022.0,60.0,-60.0,0.0
2910,Kepler-24 c,0.10612,0.00115,-0.00115,0.0,1.084,0.041,-0.04,0.0,6022.0,60.0,-60.0,0.0
2911,Kepler-24 d,0.052,,,0.0,1.12,0.75,-0.75,0.0,6043.0,115.0,-115.0,0.0
2912,Kepler-24 e,0.1378,,,0.0,1.088,0.401,-0.16,0.0,6038.0,164.0,-191.0,0.0
2913,Kepler-240 b,0.048,,,0.0,0.739,0.299,-0.299,0.0,4985.0,200.0,-200.0,0.0
2914,Kepler-240 c,0.071,,,0.0,0.661,0.023,-0.023,0.0,4921.0,84.0,-84.0,0.0
2915,Kepler-241 b,0.0934,,,0.0,0.686,0.066,-0.067,0.0,4702.0,145.0,-128.0,0.0
2916,Kepler-241 c,0.1871,,,0.0,0.686,0.066,-0.067,0.0,4702.0,145.0,-128.0,0.0
2917,Kepler-242 b,0.071,,,0.0,0.71,0.56,-0.56,0.0,4951.0,79.0,-79.0,0.0
2918,Kepler-242 c,0.10565,0.0009,-0.0009,0.0,0.673,0.023,-0.023,0.0,4876.0,60.0,-60.0,0.0
2919,Kepler-243 b,0.0611,,,0.0,0.826,0.124,-0.057,0.0,5237.0,157.0,-157.0,0.0
2920,Kepler-243 c,0.142,,,0.0,0.842,0.398,-0.398,0.0,5228.0,200.0,-200.0,0.0
2921,Kepler-244 b,0.05068,0.00042,-0.00042,0.0,0.857,0.04,-0.037,0.0,5498.0,60.0,-60.0,0.0
2922,Kepler-244 c,0.0857,,,0.0,0.802,0.288,-0.063,0.0,5565.0,161.0,-152.0,0.0
2923,Kepler-244 d,0.14,,,0.0,0.81,0.39,-0.39,0.0,5553.0,92.0,-92.0,0.0
2924,Kepler-245 b,0.0697,,,0.0,0.874,0.369,-0.099,0.0,5257.0,184.0,-146.0,0.0
2925,Kepler-245 c,0.1225,,,0.0,0.874,0.369,-0.099,0.0,5257.0,184.0,-146.0,0.0
2926,Kepler-245 d,0.1995,,,0.0,0.874,0.369,-0.099,0.0,5257.0,184.0,-146.0,0.0
2927,Kepler-245 e,0.0397,,,0.0,0.874,0.369,-0.099,0.0,5257.0,184.0,-146.0,0.0
2928,Kepler-246 b,0.049,,,0.0,0.76,0.37,-0.37,0.0,5122.0,78.0,-78.0,0.0
2929,Kepler-246 c,0.0907,,,0.0,0.833,0.032,-0.064,0.0,4986.0,82.0,-82.0,0.0
2930,Kepler-247 b,0.042,,,0.0,0.791,0.106,-0.053,0.0,5094.0,168.0,-134.0,0.0
2931,Kepler-247 c,0.08,,,0.0,0.68,0.21,-0.21,0.0,5010.0,80.0,-80.0,0.0
2932,Kepler-247 d,0.1408,,,0.0,0.791,0.106,-0.053,0.0,5094.0,168.0,-134.0,0.0
2933,Kepler-248 b,0.066,,,0.0,0.831,0.099,-0.099,0.0,5190.0,161.0,-161.0,0.0
2934,Kepler-248 c,0.1229,,,0.0,0.837,0.071,-0.026,0.0,5130.0,97.0,-105.0,0.0
2935,Kepler-249 b,0.03303,0.00143,-0.00143,0.0,0.42,0.06,-0.06,0.0,3568.0,64.0,-51.0,0.0
2936,Kepler-249 c,0.05504,0.00238,-0.00238,0.0,0.42,0.06,-0.06,0.0,3568.0,64.0,-51.0,0.0
2937,Kepler-249 d,0.0921,,,0.0,0.42,0.06,-0.06,0.0,3568.0,64.0,-51.0,0.0
2938,Kepler-25 b,0.0703,,,0.0,1.309,0.023,-0.023,0.0,6270.0,79.0,-79.0,0.0
2939,Kepler-25 c,0.113,,,0.0,1.309,0.023,-0.023,0.0,6270.0,79.0,-79.0,0.0
2940,Kepler-250 b,0.048,,,0.0,0.805,0.462,-0.462,0.0,5160.0,200.0,-200.0,0.0
2941,Kepler-250 c,0.0675,,,0.0,0.838,0.033,-0.066,0.0,5029.0,83.0,-75.0,0.0
2942,Kepler-250 d,0.1232,,,0.0,0.838,0.033,-0.066,0.0,5029.0,83.0,-75.0,0.0
2943,Kepler-251 b,0.0525,,,0.0,0.866,0.089,-0.074,0.0,5527.0,111.0,-111.0,0.0
2944,Kepler-251 c,0.1222,0.00104,-0.00104,0.0,0.809,0.033,-0.032,0.0,5492.0,60.0,-60.0,0.0
2945,Kepler-251 d,0.1859,,,0.0,1.074,0.383,-0.165,0.0,5883.0,173.0,-183.0,0.0
2946,Kepler-251 e,0.404,,,0.0,0.89,0.155,-0.155,0.0,5526.0,100.0,-100.0,0.0
2947,Kepler-252 b,0.0588,,,0.0,0.59,0.09,-0.09,0.0,4208.0,1067.0,-111.0,0.0
2948,Kepler-252 c,0.08145,0.00433,-0.00433,0.0,0.59,0.09,-0.09,0.0,4208.0,1067.0,-111.0,0.0
2949,Kepler-253 b,0.046,,,0.0,0.786,0.322,-0.322,0.0,5208.0,200.0,-200.0,0.0
2950,Kepler-253 c,0.0885,,,0.0,0.79,0.158,-0.057,0.0,5216.0,165.0,-144.0,0.0
2951,Kepler-253 d,0.1291,,,0.0,0.79,0.158,-0.057,0.0,5216.0,165.0,-144.0,0.0
2952,Kepler-254 b,0.064,,,0.0,0.92,0.3,-0.3,0.0,5956.0,106.0,-106.0,0.0
2953,Kepler-254 c,0.106,,,0.0,0.92,0.3,-0.3,0.0,5956.0,106.0,-106.0,0.0
2954,Kepler-254 d,0.137,,,0.0,0.885,0.354,-0.069,0.0,5941.0,166.0,-175.0,0.0
2955,Kepler-255 b,0.0628,,,0.0,0.887,0.349,-0.06,0.0,5569.0,167.0,-162.0,0.0
2956,Kepler-255 c,0.092,,,0.0,0.933,0.368,-0.368,0.0,5573.0,200.0,-200.0,0.0
2957,Kepler-255 d,0.0202,,,0.0,0.887,0.349,-0.06,0.0,5569.0,167.0,-162.0,0.0
2958,Kepler-256 b,0.0265,,,0.0,1.25,0.196,-0.24,0.0,5553.0,111.0,0.0,0.0
2959,Kepler-256 c,0.0453,,,0.0,0.965,0.406,-0.086,0.0,5936.0,178.0,-229.0,0.0
2960,Kepler-256 d,0.06427,0.00054,-0.00054,0.0,0.963,0.036,-0.035,0.0,5608.0,60.0,-60.0,0.0
2961,Kepler-256 e,0.09614,0.0008,-0.0008,0.0,0.963,0.036,-0.035,0.0,5608.0,60.0,-60.0,0.0
2962,Kepler-257 b,0.034,,,0.0,1.037,0.518,-0.518,0.0,5180.0,200.0,-200.0,0.0
2963,Kepler-257 c,0.0656,,,0.0,0.973,0.706,-0.142,0.0,5188.0,188.0,-154.0,0.0
2964,Kepler-257 d,0.1582,,,0.0,0.973,0.706,-0.142,0.0,5188.0,188.0,-154.0,0.0
2965,Kepler-258 b,0.103,,,0.0,0.915,0.611,-0.611,0.0,4942.0,200.0,-200.0,0.0
2966,Kepler-258 c,0.1916,,,0.0,0.885,1.714,-0.097,0.0,4954.0,163.0,-137.0,0.0
2967,Kepler-259 b,0.0785,,,0.0,0.887,0.259,-0.086,0.0,5926.0,160.0,-178.0,0.0
2968,Kepler-259 c,0.2155,,,0.0,0.887,0.359,-0.069,0.0,5926.0,161.0,-170.0,0.0
2969,Kepler-26 b,0.0847,,,0.0,0.537,0.03,-0.041,0.0,3879.0,77.0,-85.0,0.0
2970,Kepler-26 c,0.112,,,0.0,0.577,0.024,-0.024,0.0,4486.0,100.0,-100.0,0.0
2971,Kepler-26 d,0.0373,,,0.0,0.53,0.08,-0.08,0.0,3887.0,258.0,-57.0,0.0
2972,Kepler-26 e,0.2085,,,0.0,0.53,0.08,-0.08,0.0,3887.0,258.0,-57.0,0.0
2973,Kepler-260 b,0.0776,,,0.0,0.832,0.26,-0.063,0.0,5523.0,166.0,-138.0,0.0
2974,Kepler-260 c,0.329,,,0.0,0.849,0.056,-0.063,0.0,5251.0,105.0,-105.0,0.0
2975,Kepler-261 b,0.0886,,,0.0,0.774,0.07,-0.026,0.0,5203.0,102.0,,0.0
2976,Kepler-261 c,0.156,,,0.0,0.794,0.05,-0.05,0.0,5098.0,100.0,-100.0,0.0
2977,Kepler-262 b,0.1075,,,0.0,0.876,0.325,-0.067,0.0,5830.0,153.0,-158.0,0.0
2978,Kepler-262 c,0.1515,,,0.0,0.876,0.234,-0.078,0.0,5830.0,146.0,-161.0,0.0
2979,Kepler-263 b,0.1195,,,0.0,0.781,0.205,-0.062,0.0,5265.0,177.0,-141.0,0.0
2980,Kepler-263 c,0.23712,0.00199,-0.00199,0.0,0.714,0.028,-0.027,0.0,5113.0,60.0,-60.0,0.0
2981,Kepler-264 b,0.258,,,0.0,2.43,0.6,-0.6,0.0,6235.0,118.0,-118.0,0.0
2982,Kepler-264 c,0.5785,,,0.0,2.397,0.596,-1.122,0.0,6231.0,180.0,-199.0,0.0
2983,Kepler-265 b,0.0716,,,0.0,0.983,0.412,-0.094,0.0,6299.0,169.0,-220.0,0.0
2984,Kepler-265 c,0.136,,,0.0,1.07,0.39,-0.39,0.0,6315.0,122.0,-122.0,0.0
2985,Kepler-265 d,0.252,,,0.0,1.07,0.39,-0.39,0.0,6315.0,122.0,-122.0,0.0
2986,Kepler-265 e,0.32237,0.0035,-0.0035,0.0,0.945,0.046,-0.043,0.0,5871.0,60.0,-60.0,0.0
2987,Kepler-266 b,0.0702,,,0.0,1.019,0.451,-0.106,0.0,5888.0,176.0,-215.0,0.0
2988,Kepler-266 c,0.4352,,,0.0,1.294,0.214,-0.285,0.0,5529.0,83.0,-66.0,0.0
2989,Kepler-267 b,0.037,,,0.0,0.555,0.021,-0.021,0.0,4258.0,100.0,-100.0,0.0
2990,Kepler-267 c,0.0549,,,0.0,0.46,0.035,-0.053,0.0,3789.0,75.0,-82.0,0.0
2991,Kepler-267 d,0.1439,,,0.0,0.47,0.06,-0.06,0.0,3807.0,97.0,-69.0,0.0
2992,Kepler-268 b,0.176,,,0.0,1.131,0.649,-0.132,0.0,6322.0,160.0,-218.0,0.0
2993,Kepler-268 c,0.3835,,,0.0,1.131,0.649,-0.132,0.0,6322.0,160.0,-218.0,0.0
2994,Kepler-269 b,0.0601,,,0.0,0.921,0.301,-0.094,0.0,5831.0,184.0,-205.0,0.0
2995,Kepler-269 c,0.0796,,,0.0,0.921,0.395,-0.075,0.0,5831.0,182.0,-196.0,0.0
2996,Kepler-27 b,0.1179,,,0.0,0.817,0.08,-0.029,0.0,5251.0,105.0,-105.0,0.0
2997,Kepler-27 c,0.191,,,0.0,0.59,0.15,-0.15,0.0,5400.0,60.0,-60.0,0.0
2998,Kepler-27 d,0.0681,,,0.0,0.863,0.046,-0.033,0.0,5325.0,107.0,-98.0,0.0
2999,Kepler-270 b,0.1045,,,0.0,1.3,0.765,-0.237,0.0,6432.0,157.0,-229.0,0.0
3000,Kepler-270 c,0.1768,,,0.0,1.3,0.765,-0.237,0.0,6432.0,157.0,-229.0,0.0
3001,Kepler-271 b,0.0875,,,0.0,0.895,0.147,-0.08,0.0,5516.0,122.0,-96.0,0.0
3002,Kepler-271 c,0.0697,,,0.0,0.895,0.147,-0.08,0.0,5516.0,122.0,-96.0,0.0
3003,Kepler-271 d,0.05554,0.00068,-0.00068,0.0,0.849,0.022,-0.021,0.0,5470.0,60.0,-60.0,0.0
3004,Kepler-272 b,0.03921,0.00018,-0.00018,0.0,1.209,0.036,-0.035,0.0,5439.0,60.0,-60.0,0.0
3005,Kepler-272 c,0.0598,,,0.0,0.849,0.572,-0.097,0.0,5300.0,179.0,-144.0,0.0
3006,Kepler-272 d,0.0887,,,0.0,0.849,0.572,-0.097,0.0,5300.0,179.0,-144.0,0.0
3007,Kepler-273 b,0.037,,,0.0,0.815,0.464,-0.464,0.0,5626.0,200.0,-200.0,0.0
3008,Kepler-273 c,0.073,,,0.0,0.815,0.464,-0.464,0.0,5626.0,200.0,-200.0,0.0
3009,Kepler-274 b,0.1002,,,0.0,1.008,0.39,-0.117,0.0,6020.0,167.0,-194.0,0.0
3010,Kepler-274 c,0.204,,,0.0,1.007,0.541,-0.541,0.0,6023.0,200.0,-200.0,0.0
3011,Kepler-275 b,0.1022,,,0.0,1.283,0.687,-0.209,0.0,6535.0,211.0,-351.0,0.0
3012,Kepler-275 c,0.1375,,,0.0,1.283,0.687,-0.209,0.0,6535.0,211.0,-351.0,0.0
3013,Kepler-275 d,0.2178,,,0.0,1.33,0.225,-0.225,0.0,6157.0,123.0,-123.0,0.0
3014,Kepler-276 b,0.1181,,,0.0,1.026,0.449,-0.097,0.0,6102.0,157.0,-224.0,0.0
3015,Kepler-276 c,0.2032,,,0.0,1.026,0.449,-0.097,0.0,6102.0,157.0,-224.0,0.0
3016,Kepler-276 d,0.2694,,,0.0,1.026,0.449,-0.097,0.0,6102.0,157.0,-224.0,0.0
3017,Kepler-277 b,0.139,,,0.0,1.65,0.22,-0.22,0.0,5946.0,56.0,-56.0,0.0
3018,Kepler-277 c,0.2095,,,0.0,1.692,0.42,-0.363,0.0,5941.0,121.0,-113.0,0.0
3019,Kepler-278 b,0.195,,,0.0,1.83,0.17,-0.17,0.0,5128.0,50.0,-50.0,0.0
3020,Kepler-278 c,0.30256,0.00269,-0.00269,0.0,2.791,0.082,-0.079,0.0,5002.0,60.0,-60.0,0.0
3021,Kepler-279 b,0.1077,,,0.0,1.067,0.426,-0.102,0.0,6781.0,157.0,-230.0,0.0
3022,Kepler-279 c,0.2191,,,0.0,1.067,0.426,-0.102,0.0,6781.0,157.0,-230.0,0.0
3023,Kepler-279 d,0.2901,,,0.0,1.067,0.426,-0.102,0.0,6781.0,157.0,-230.0,0.0
3024,Kepler-279 e,0.439,,,0.0,1.697,0.285,-0.38,0.0,6366.0,116.0,-116.0,0.0
3025,Kepler-28 b,0.0537,,,0.0,0.57,0.09,-0.09,0.0,4072.0,720.0,-133.0,0.0
3026,Kepler-28 c,0.071,,,0.0,0.57,0.09,-0.09,0.0,4072.0,720.0,-133.0,0.0
